Transaction_id,Date,customer_id,Gender,Age,product_category,Quantity,price_per_unit,total_amount,cost_per_unit,profit_per_unit,profit,Payment,customer_type,customer_satisfication
2400,11/13/2021,CUST2400,Female,18,Electronics,10,482,4820,324,158,1580,online,Returning,5
2401,5/11/2021,CUST2401,Male,64,Food,8,245,1960,137,108,864,credit card,Returning,3
2402,7/29/2022,CUST2402,Male,63,Electronics,1,197,197,104,93,93,cash,New,2
2403,7/20/2021,CUST2403,Female,60,Clothing,8,168,1344,86,82,656,cash,New,4
2404,11/27/2022,CUST2404,Male,18,Clothing,3,410,1230,338,72,216,online,New,5
2405,5/27/2022,CUST2405,Male,54,Beauty,10,135,1350,107,28,280,cash,New,5
2406,8/9/2021,CUST2406,Male,38,Clothing,5,389,1945,303,86,430,credit card,New,4
2407,6/18/2022,CUST2407,Male,54,Clothing,6,346,2076,273,73,438,credit card,Returning,1
2408,10/29/2021,CUST2408,Male,53,Electronics,8,242,1936,169,73,584,credit card,New,2
2409,4/25/2022,CUST2409,Female,63,Food,4,259,1036,225,34,136,credit card,Returning,3
2410,2/9/2021,CUST2410,Male,71,Clothing,7,180,1260,96,84,588,credit card,Returning,1
2411,12/5/2022,CUST2411,Male,17,Electronics,2,411,822,286,125,250,credit card,New,3
2412,7/30/2022,CUST2412,Female,59,Beauty,1,320,320,182,138,138,online,Returning,4
2413,11/11/2021,CUST2413,Male,36,Electronics,9,485,4365,264,221,1989,online,New,4
2414,2/6/2021,CUST2414,Male,63,Electronics,1,190,190,119,71,71,online,New,3
2415,8/14/2021,CUST2415,Male,45,Clothing,5,233,1165,156,77,385,online,New,2
2416,12/26/2021,CUST2416,Male,46,Electronics,5,162,810,123,39,195,cash,Returning,1
2417,6/9/2021,CUST2417,Female,49,Beauty,8,83,664,59,24,192,cash,New,4
2418,6/9/2022,CUST2418,Female,49,Clothing,6,388,2328,283,105,630,credit card,Returning,3
2419,2/27/2022,CUST2419,Male,41,Clothing,2,315,630,279,36,72,online,New,2
2420,1/31/2021,CUST2420,Female,53,Beauty,10,216,2160,154,62,620,credit card,New,4
2421,12/1/2021,CUST2421,Male,63,Beauty,1,130,130,67,63,63,credit card,New,5
2422,5/13/2021,CUST2422,Male,53,Electronics,8,275,2200,194,81,648,credit card,New,4
2423,4/23/2021,CUST2423,Female,59,Food,6,31,186,24,7,42,online,Returning,5
2424,5/27/2022,CUST2424,Female,69,Food,3,147,441,94,53,159,online,New,3
2425,10/22/2022,CUST2425,Male,28,Electronics,9,249,2241,142,107,963,online,Returning,5
2426,12/28/2021,CUST2426,Female,40,Clothing,10,65,650,40,25,250,online,New,4
2427,7/8/2021,CUST2427,Male,63,Clothing,6,250,1500,167,83,498,credit card,Returning,1
2428,11/25/2022,CUST2428,Male,80,Electronics,9,376,3384,334,42,378,online,New,4
2429,4/9/2021,CUST2429,Male,75,Clothing,5,152,760,90,62,310,credit card,Returning,5
2430,6/18/2021,CUST2430,Female,70,Food,8,145,1160,82,63,504,cash,Returning,5
2431,5/30/2021,CUST2431,Male,36,Beauty,2,416,832,255,161,322,online,New,4
2432,1/14/2022,CUST2432,Female,76,Beauty,6,252,1512,174,78,468,online,Returning,2
2433,11/13/2022,CUST2433,Male,39,Electronics,4,195,780,122,73,292,online,Returning,5
2434,12/13/2021,CUST2434,Male,17,Food,8,477,3816,372,105,840,credit card,Returning,4
2435,12/30/2021,CUST2435,Male,51,Food,5,448,2240,237,211,1055,cash,New,3
2436,2/22/2021,CUST2436,Female,18,Beauty,4,196,784,115,81,324,credit card,Returning,4
2437,6/4/2021,CUST2437,Male,72,Clothing,2,393,786,238,155,310,cash,Returning,4
2438,11/1/2021,CUST2438,Male,37,Beauty,5,445,2225,316,129,645,online,Returning,5
2439,2/9/2022,CUST2439,Male,55,Electronics,3,177,531,116,61,183,cash,New,2
2440,8/21/2022,CUST2440,Male,57,Electronics,4,151,604,82,69,276,credit card,New,1
2441,3/6/2022,CUST2441,Male,69,Food,3,199,597,159,40,120,credit card,New,2
2442,10/24/2022,CUST2442,Male,48,Beauty,10,204,2040,144,60,600,cash,Returning,3
2443,3/30/2021,CUST2443,Male,66,Beauty,8,90,720,63,27,216,credit card,New,4
2444,1/28/2021,CUST2444,Female,65,Beauty,1,66,66,42,24,24,credit card,New,4
2445,4/23/2021,CUST2445,Male,49,Food,1,390,390,278,112,112,credit card,Returning,5
2446,11/11/2022,CUST2446,Female,41,Clothing,6,384,2304,285,99,594,online,New,1
2447,12/9/2021,CUST2447,Male,38,Beauty,6,429,2574,339,90,540,credit card,New,3
2448,6/27/2022,CUST2448,Female,62,Clothing,3,231,693,192,39,117,online,New,1
2449,4/10/2021,CUST2449,Female,22,Food,2,447,894,325,122,244,cash,New,2
2450,9/17/2022,CUST2450,Female,55,Clothing,2,204,408,172,32,64,online,Returning,5
2451,1/7/2021,CUST2451,Female,43,Food,6,115,690,101,14,84,cash,New,3
2452,3/27/2021,CUST2452,Male,38,Electronics,10,316,3160,236,80,800,online,New,3
2453,11/8/2022,CUST2453,Female,28,Electronics,5,348,1740,222,126,630,credit card,Returning,2
2454,2/4/2021,CUST2454,Female,20,Electronics,6,84,504,47,37,222,cash,Returning,2
2455,2/22/2021,CUST2455,Female,64,Electronics,5,35,175,24,11,55,cash,Returning,5
2456,3/19/2021,CUST2456,Male,67,Food,3,457,1371,379,78,234,online,Returning,5
2457,5/27/2021,CUST2457,Male,50,Electronics,6,306,1836,230,76,456,cash,New,4
2458,12/22/2021,CUST2458,Female,44,Electronics,9,366,3294,226,140,1260,cash,Returning,4
2459,6/24/2022,CUST2459,Male,77,Food,1,158,158,96,62,62,credit card,Returning,5
2460,8/4/2021,CUST2460,Female,38,Beauty,10,168,1680,88,80,800,cash,Returning,5
2461,3/14/2021,CUST2461,Male,35,Clothing,7,99,693,72,27,189,cash,Returning,3
2462,9/19/2022,CUST2462,Male,66,Electronics,4,193,772,146,47,188,online,Returning,1
2463,2/22/2022,CUST2463,Female,19,Beauty,8,221,1768,157,64,512,online,New,4
2464,9/4/2021,CUST2464,Male,32,Food,2,495,990,427,68,136,credit card,Returning,5
2465,4/8/2021,CUST2465,Female,66,Clothing,6,215,1290,135,80,480,credit card,Returning,4
2466,10/3/2022,CUST2466,Male,74,Clothing,2,466,932,371,95,190,cash,Returning,1
2467,12/24/2021,CUST2467,Male,68,Electronics,7,131,917,84,47,329,online,New,3
2468,10/22/2021,CUST2468,Female,68,Beauty,8,354,2832,316,38,304,online,Returning,2
2469,7/6/2022,CUST2469,Female,33,Clothing,6,425,2550,302,123,738,credit card,Returning,1
2470,2/1/2022,CUST2470,Male,54,Clothing,9,177,1593,103,74,666,online,New,4
2471,2/23/2022,CUST2471,Male,28,Food,5,268,1340,200,68,340,credit card,Returning,1
2472,2/15/2022,CUST2472,Male,75,Food,4,385,1540,302,83,332,cash,Returning,5
2473,12/16/2022,CUST2473,Female,65,Food,7,425,2975,249,176,1232,cash,New,3
2474,3/25/2021,CUST2474,Male,77,Clothing,4,150,600,99,51,204,online,Returning,1
2475,9/12/2022,CUST2475,Female,77,Beauty,5,489,2445,355,134,670,cash,New,2
2476,8/23/2022,CUST2476,Male,55,Clothing,9,231,2079,130,101,909,cash,New,2
2477,5/11/2021,CUST2477,Female,53,Electronics,7,260,1820,166,94,658,credit card,Returning,1
2478,7/2/2022,CUST2478,Male,21,Food,6,82,492,49,33,198,online,Returning,1
2479,12/26/2022,CUST2479,Male,50,Electronics,1,334,334,295,39,39,cash,Returning,1
2480,2/23/2021,CUST2480,Male,32,Electronics,10,363,3630,262,101,1010,credit card,New,1
2481,4/3/2021,CUST2481,Male,51,Clothing,4,233,932,168,65,260,cash,New,1
2482,5/15/2022,CUST2482,Male,22,Food,8,351,2808,269,82,656,online,Returning,2
2483,6/4/2021,CUST2483,Male,52,Beauty,7,314,2198,199,115,805,credit card,New,3
2484,9/29/2022,CUST2484,Male,70,Beauty,3,375,1125,285,90,270,cash,New,2
2485,2/2/2021,CUST2485,Female,22,Food,8,179,1432,144,35,280,cash,Returning,1
2486,7/23/2022,CUST2486,Female,32,Beauty,7,338,2366,237,101,707,online,New,3
2487,1/3/2022,CUST2487,Female,20,Electronics,9,106,954,89,17,153,credit card,Returning,3
2488,2/17/2021,CUST2488,Female,68,Electronics,7,448,3136,252,196,1372,online,Returning,3
2489,5/15/2021,CUST2489,Female,27,Clothing,3,172,516,107,65,195,cash,New,3
2490,11/7/2021,CUST2490,Male,27,Electronics,8,359,2872,278,81,648,online,New,5
2491,10/19/2022,CUST2491,Female,52,Electronics,10,264,2640,197,67,670,credit card,Returning,3
2492,10/9/2021,CUST2492,Male,65,Clothing,3,88,264,78,10,30,online,Returning,2
2493,12/2/2021,CUST2493,Male,56,Beauty,1,129,129,67,62,62,credit card,Returning,5
2494,8/2/2021,CUST2494,Female,70,Food,3,336,1008,206,130,390,credit card,Returning,2
2495,2/5/2022,CUST2495,Female,52,Electronics,6,95,570,53,42,252,cash,New,4
2496,5/18/2022,CUST2496,Female,58,Beauty,5,212,1060,137,75,375,credit card,New,3
2497,2/18/2021,CUST2497,Female,63,Clothing,7,474,3318,361,113,791,cash,New,2
2498,1/15/2022,CUST2498,Female,76,Electronics,8,107,856,76,31,248,credit card,New,3
2499,7/22/2021,CUST2499,Female,25,Beauty,9,299,2691,152,147,1323,cash,Returning,3
2500,12/11/2021,CUST2500,Female,32,Food,7,347,2429,291,56,392,cash,Returning,1
2501,5/16/2021,CUST2501,Female,31,Food,1,217,217,155,62,62,credit card,New,3
2502,2/2/2022,CUST2502,Male,56,Food,5,87,435,73,14,70,online,New,1
2503,3/15/2022,CUST2503,Male,70,Beauty,5,112,560,68,44,220,online,New,2
2504,8/10/2021,CUST2504,Male,17,Food,9,314,2826,188,126,1134,cash,New,3
2505,7/2/2021,CUST2505,Male,17,Clothing,3,216,648,182,34,102,online,Returning,2
2506,11/10/2021,CUST2506,Female,46,Clothing,1,63,63,56,7,7,credit card,Returning,4
2507,6/1/2021,CUST2507,Female,27,Clothing,5,495,2475,278,217,1085,cash,Returning,5
2508,2/6/2022,CUST2508,Female,75,Electronics,9,373,3357,277,96,864,online,Returning,1
2509,12/20/2021,CUST2509,Male,74,Clothing,9,130,1170,91,39,351,online,Returning,5
2510,10/14/2021,CUST2510,Male,26,Electronics,5,210,1050,164,46,230,credit card,Returning,4
2511,7/12/2021,CUST2511,Male,63,Beauty,5,224,1120,193,31,155,online,Returning,1
2512,6/7/2022,CUST2512,Female,59,Electronics,4,451,1804,379,72,288,cash,New,3
2513,6/28/2021,CUST2513,Male,21,Beauty,5,454,2270,240,214,1070,credit card,Returning,5
2514,1/7/2021,CUST2514,Male,75,Electronics,4,305,1220,221,84,336,online,New,3
2515,8/16/2022,CUST2515,Male,69,Electronics,10,152,1520,119,33,330,online,New,5
2516,4/20/2021,CUST2516,Male,59,Electronics,6,383,2298,279,104,624,online,Returning,1
2517,6/22/2022,CUST2517,Male,71,Food,10,458,4580,389,69,690,online,New,5
2518,6/7/2021,CUST2518,Male,16,Clothing,3,142,426,105,37,111,credit card,New,1
2519,2/19/2022,CUST2519,Male,70,Food,8,110,880,71,39,312,online,New,5
2520,10/10/2021,CUST2520,Female,64,Beauty,10,258,2580,203,55,550,cash,New,2
2521,12/16/2022,CUST2521,Female,37,Beauty,4,484,1936,359,125,500,online,New,3
2522,8/14/2021,CUST2522,Male,66,Clothing,1,466,466,361,105,105,cash,New,1
2523,10/14/2022,CUST2523,Female,18,Electronics,1,236,236,170,66,66,credit card,New,2
2524,1/17/2021,CUST2524,Female,46,Beauty,5,263,1315,139,124,620,cash,Returning,1
2525,4/3/2022,CUST2525,Female,65,Electronics,3,339,1017,276,63,189,credit card,New,2
2526,7/24/2021,CUST2526,Male,16,Clothing,1,389,389,203,186,186,credit card,Returning,2
2527,8/26/2022,CUST2527,Female,38,Food,6,36,216,26,10,60,cash,Returning,3
2528,5/6/2022,CUST2528,Male,44,Food,7,164,1148,99,65,455,online,Returning,3
2529,9/1/2021,CUST2529,Male,52,Food,7,254,1778,152,102,714,credit card,Returning,1
2530,7/14/2022,CUST2530,Male,46,Clothing,5,345,1725,283,62,310,cash,New,1
2531,4/22/2021,CUST2531,Female,42,Food,5,354,1770,317,37,185,online,Returning,5
2532,3/7/2022,CUST2532,Female,39,Food,8,457,3656,303,154,1232,online,Returning,2
2533,9/3/2022,CUST2533,Female,38,Clothing,8,473,3784,280,193,1544,online,Returning,5
2534,12/18/2022,CUST2534,Male,66,Electronics,10,453,4530,331,122,1220,online,New,5
2535,7/24/2022,CUST2535,Female,55,Food,5,125,625,81,44,220,online,Returning,5
2536,12/6/2021,CUST2536,Female,16,Clothing,2,36,72,24,12,24,cash,New,3
2537,2/11/2021,CUST2537,Male,74,Food,9,122,1098,66,56,504,credit card,New,5
2538,4/25/2021,CUST2538,Male,76,Clothing,8,296,2368,183,113,904,credit card,Returning,3
2539,7/31/2022,CUST2539,Male,70,Food,1,496,496,304,192,192,credit card,Returning,2
2540,8/20/2021,CUST2540,Male,64,Electronics,8,257,2056,209,48,384,online,Returning,3
2541,8/15/2022,CUST2541,Male,35,Beauty,1,440,440,301,139,139,online,New,5
2542,10/21/2021,CUST2542,Female,48,Food,8,66,528,45,21,168,cash,New,1
2543,2/5/2022,CUST2543,Male,22,Electronics,4,344,1376,303,41,164,cash,Returning,1
2544,7/9/2022,CUST2544,Male,61,Electronics,9,323,2907,241,82,738,credit card,Returning,2
2545,8/4/2022,CUST2545,Male,33,Electronics,5,166,830,96,70,350,credit card,Returning,1
2546,5/23/2022,CUST2546,Female,39,Clothing,6,457,2742,350,107,642,credit card,Returning,4
2547,3/30/2022,CUST2547,Male,35,Clothing,5,430,2150,297,133,665,online,Returning,5
2548,5/3/2022,CUST2548,Male,50,Clothing,9,186,1674,101,85,765,credit card,New,5
2549,6/3/2021,CUST2549,Female,30,Clothing,8,307,2456,201,106,848,online,New,3
2550,1/4/2022,CUST2550,Male,71,Clothing,1,180,180,132,48,48,online,New,1
2551,10/16/2022,CUST2551,Male,29,Electronics,6,199,1194,157,42,252,online,New,4
2552,7/22/2021,CUST2552,Female,60,Electronics,4,112,448,97,15,60,cash,Returning,2
2553,11/2/2021,CUST2553,Male,77,Food,7,88,616,52,36,252,credit card,New,2
2554,5/5/2021,CUST2554,Female,76,Food,7,282,1974,221,61,427,credit card,New,5
2555,7/18/2022,CUST2555,Male,21,Clothing,9,382,3438,290,92,828,online,New,1
2556,11/14/2022,CUST2556,Male,41,Clothing,1,367,367,252,115,115,cash,New,1
2557,3/16/2022,CUST2557,Male,57,Food,6,138,828,97,41,246,online,New,3
2558,8/18/2022,CUST2558,Female,63,Clothing,10,387,3870,254,133,1330,cash,Returning,5
2559,8/3/2022,CUST2559,Female,74,Electronics,3,110,330,79,31,93,credit card,New,3
2560,10/12/2022,CUST2560,Male,62,Food,1,97,97,62,35,35,online,Returning,2
2561,7/4/2021,CUST2561,Female,58,Food,8,409,3272,318,91,728,online,Returning,5
2562,5/2/2021,CUST2562,Male,24,Electronics,1,180,180,95,85,85,cash,Returning,4
2563,12/22/2022,CUST2563,Female,35,Food,6,312,1872,169,143,858,cash,New,1
2564,3/23/2021,CUST2564,Male,74,Electronics,9,322,2898,169,153,1377,online,Returning,1
2565,12/29/2021,CUST2565,Female,24,Clothing,4,260,1040,208,52,208,credit card,Returning,2
2566,10/12/2021,CUST2566,Male,34,Electronics,5,361,1805,191,170,850,online,New,5
2567,4/1/2021,CUST2567,Male,34,Clothing,2,194,388,135,59,118,cash,Returning,4
2568,10/8/2022,CUST2568,Female,34,Electronics,5,327,1635,216,111,555,online,New,4
2569,10/12/2021,CUST2569,Male,26,Electronics,3,340,1020,268,72,216,online,New,1
2570,11/12/2021,CUST2570,Male,24,Beauty,7,401,2807,253,148,1036,cash,Returning,1
2571,9/26/2021,CUST2571,Female,17,Food,8,489,3912,326,163,1304,cash,Returning,4
2572,2/20/2022,CUST2572,Male,78,Beauty,4,272,1088,182,90,360,cash,New,3
2573,5/3/2022,CUST2573,Female,74,Beauty,6,167,1002,87,80,480,credit card,Returning,5
2574,8/13/2021,CUST2574,Male,43,Clothing,6,379,2274,286,93,558,cash,Returning,5
2575,1/8/2021,CUST2575,Male,29,Clothing,10,423,4230,256,167,1670,credit card,New,4
2576,10/8/2022,CUST2576,Male,48,Food,7,432,3024,295,137,959,cash,New,4
2577,7/16/2021,CUST2577,Female,36,Electronics,8,72,576,60,12,96,online,New,5
2578,2/4/2021,CUST2578,Female,52,Electronics,6,430,2580,353,77,462,online,New,1
2579,9/2/2022,CUST2579,Female,75,Food,4,165,660,110,55,220,online,New,3
2580,11/26/2022,CUST2580,Female,33,Food,4,431,1724,281,150,600,cash,Returning,2
2581,3/31/2021,CUST2581,Male,75,Clothing,5,411,2055,235,176,880,online,Returning,3
2582,3/14/2022,CUST2582,Male,40,Beauty,4,420,1680,281,139,556,online,Returning,3
2583,2/18/2022,CUST2583,Male,78,Beauty,9,179,1611,145,34,306,online,New,4
2584,10/11/2021,CUST2584,Male,57,Clothing,1,232,232,181,51,51,credit card,New,4
2585,11/25/2022,CUST2585,Male,71,Food,2,291,582,225,66,132,online,New,4
2586,10/29/2022,CUST2586,Male,17,Beauty,8,189,1512,161,28,224,cash,Returning,5
2587,2/13/2022,CUST2587,Female,57,Beauty,5,167,835,100,67,335,cash,Returning,1
2588,10/13/2022,CUST2588,Female,52,Electronics,7,34,238,26,8,56,online,Returning,1
2589,9/16/2021,CUST2589,Female,52,Clothing,1,371,371,189,182,182,cash,New,4
2590,5/15/2022,CUST2590,Male,80,Clothing,1,266,266,213,53,53,online,Returning,4
2591,1/11/2022,CUST2591,Female,26,Beauty,3,291,873,158,133,399,online,Returning,5
2592,8/30/2021,CUST2592,Male,28,Beauty,7,220,1540,116,104,728,online,New,5
2593,7/20/2021,CUST2593,Male,54,Clothing,10,64,640,57,7,70,cash,New,1
2594,8/11/2022,CUST2594,Male,77,Beauty,9,270,2430,222,48,432,online,Returning,1
2595,6/23/2022,CUST2595,Female,77,Beauty,5,473,2365,302,171,855,online,New,2
2596,3/19/2022,CUST2596,Male,65,Clothing,9,320,2880,232,88,792,credit card,New,2
2597,3/19/2021,CUST2597,Male,40,Electronics,10,317,3170,198,119,1190,cash,Returning,5
2598,9/21/2021,CUST2598,Female,17,Food,4,377,1508,257,120,480,cash,Returning,5
2599,4/8/2022,CUST2599,Female,52,Beauty,9,185,1665,93,92,828,cash,Returning,1
2600,5/29/2022,CUST2600,Male,30,Food,1,498,498,252,246,246,credit card,Returning,3
2601,3/19/2022,CUST2601,Male,52,Food,6,221,1326,153,68,408,cash,Returning,2
2602,5/8/2022,CUST2602,Male,28,Clothing,6,302,1812,249,53,318,online,Returning,4
2603,11/9/2021,CUST2603,Male,35,Beauty,6,34,204,18,16,96,cash,Returning,3
2604,7/12/2021,CUST2604,Female,54,Food,9,57,513,49,8,72,credit card,Returning,4
2605,3/21/2021,CUST2605,Female,24,Beauty,5,347,1735,202,145,725,cash,Returning,1
2606,1/7/2022,CUST2606,Female,66,Clothing,5,410,2050,327,83,415,online,New,2
2607,12/9/2022,CUST2607,Female,51,Electronics,4,237,948,122,115,460,cash,Returning,3
2608,9/4/2021,CUST2608,Male,76,Clothing,7,346,2422,192,154,1078,cash,Returning,4
2609,2/19/2022,CUST2609,Male,69,Electronics,10,322,3220,162,160,1600,cash,New,4
2610,3/2/2021,CUST2610,Female,16,Food,9,393,3537,321,72,648,cash,Returning,3
2611,10/21/2021,CUST2611,Male,54,Food,7,360,2520,299,61,427,online,Returning,5
2612,1/28/2021,CUST2612,Male,30,Clothing,9,243,2187,151,92,828,cash,Returning,4
2613,7/22/2021,CUST2613,Female,41,Beauty,10,187,1870,125,62,620,online,New,4
2614,10/6/2021,CUST2614,Female,55,Beauty,2,32,64,26,6,12,cash,New,5
2615,7/7/2022,CUST2615,Male,78,Clothing,4,235,940,186,49,196,online,Returning,4
2616,9/27/2022,CUST2616,Male,74,Beauty,1,248,248,203,45,45,online,New,1
2617,2/19/2022,CUST2617,Female,39,Clothing,8,147,1176,132,15,120,cash,New,2
2618,11/29/2021,CUST2618,Male,55,Electronics,3,167,501,111,56,168,credit card,Returning,3
2619,1/23/2022,CUST2619,Female,24,Clothing,10,176,1760,96,80,800,online,Returning,2
2620,2/24/2021,CUST2620,Male,67,Electronics,3,240,720,170,70,210,credit card,Returning,3
2621,9/7/2022,CUST2621,Male,23,Beauty,8,212,1696,107,105,840,credit card,Returning,2
2622,9/20/2022,CUST2622,Male,31,Clothing,9,455,4095,387,68,612,credit card,Returning,4
2623,8/27/2021,CUST2623,Male,74,Beauty,9,416,3744,323,93,837,credit card,New,5
2624,7/6/2021,CUST2624,Male,67,Electronics,3,416,1248,335,81,243,online,Returning,2
2625,6/12/2021,CUST2625,Male,67,Clothing,5,491,2455,424,67,335,cash,Returning,4
2626,11/13/2022,CUST2626,Male,27,Clothing,9,234,2106,138,96,864,online,New,4
2627,8/19/2021,CUST2627,Male,60,Food,4,311,1244,254,57,228,credit card,Returning,2
2628,11/21/2022,CUST2628,Male,39,Beauty,8,171,1368,87,84,672,online,Returning,5
2629,9/10/2022,CUST2629,Male,32,Electronics,9,41,369,27,14,126,credit card,New,1
2630,1/23/2021,CUST2630,Female,18,Beauty,5,268,1340,213,55,275,cash,Returning,2
2631,2/12/2022,CUST2631,Male,27,Food,5,367,1835,278,89,445,online,Returning,4
2632,8/23/2021,CUST2632,Male,28,Electronics,10,178,1780,135,43,430,credit card,Returning,3
2633,11/3/2022,CUST2633,Male,19,Electronics,6,362,2172,220,142,852,cash,New,2
2634,4/15/2022,CUST2634,Female,65,Food,1,271,271,213,58,58,online,Returning,2
2635,10/15/2022,CUST2635,Female,48,Beauty,9,459,4131,296,163,1467,online,Returning,5
2636,5/5/2022,CUST2636,Male,43,Beauty,4,292,1168,172,120,480,cash,New,5
2637,8/20/2021,CUST2637,Female,71,Food,9,350,3150,310,40,360,online,New,3
2638,8/3/2022,CUST2638,Female,65,Food,6,470,2820,305,165,990,cash,Returning,4
2639,6/1/2022,CUST2639,Male,24,Clothing,6,184,1104,111,73,438,credit card,New,4
2640,8/31/2021,CUST2640,Female,31,Electronics,3,345,1035,244,101,303,online,Returning,3
2641,1/15/2022,CUST2641,Female,36,Clothing,9,69,621,60,9,81,credit card,Returning,5
2642,4/30/2021,CUST2642,Male,38,Electronics,7,236,1652,172,64,448,cash,Returning,3
2643,12/17/2022,CUST2643,Male,26,Electronics,5,498,2490,328,170,850,online,New,5
2644,4/30/2021,CUST2644,Female,30,Beauty,1,355,355,230,125,125,credit card,New,2
2645,3/30/2021,CUST2645,Male,75,Food,7,212,1484,164,48,336,credit card,Returning,2
2646,2/7/2022,CUST2646,Male,33,Beauty,7,491,3437,267,224,1568,credit card,Returning,5
2647,4/20/2022,CUST2647,Male,38,Electronics,9,369,3321,326,43,387,credit card,New,5
2648,11/22/2021,CUST2648,Male,71,Electronics,5,86,430,64,22,110,credit card,New,2
2649,3/11/2021,CUST2649,Male,77,Electronics,5,325,1625,292,33,165,cash,New,2
2650,10/27/2022,CUST2650,Male,28,Food,4,385,1540,215,170,680,credit card,Returning,2
2651,5/7/2021,CUST2651,Male,39,Beauty,7,362,2534,247,115,805,online,New,4
2652,4/1/2021,CUST2652,Female,58,Food,1,240,240,154,86,86,cash,New,4
2653,2/8/2022,CUST2653,Male,16,Clothing,6,54,324,38,16,96,online,New,5
2654,1/4/2022,CUST2654,Female,16,Clothing,2,136,272,72,64,128,online,New,2
2655,10/26/2021,CUST2655,Male,30,Beauty,8,355,2840,278,77,616,online,Returning,3
2656,7/9/2021,CUST2656,Female,43,Beauty,1,52,52,40,12,12,online,New,1
2657,4/20/2022,CUST2657,Female,41,Electronics,5,121,605,101,20,100,credit card,Returning,1
2658,10/14/2022,CUST2658,Female,44,Electronics,2,343,686,285,58,116,online,Returning,1
2659,3/21/2021,CUST2659,Female,18,Beauty,2,338,676,216,122,244,credit card,Returning,3
2660,2/5/2022,CUST2660,Female,24,Electronics,3,80,240,48,32,96,online,New,1
2661,8/24/2022,CUST2661,Female,31,Food,6,250,1500,207,43,258,credit card,Returning,1
2662,1/5/2021,CUST2662,Female,43,Electronics,3,451,1353,317,134,402,credit card,Returning,3
2663,5/21/2021,CUST2663,Male,74,Beauty,6,148,888,76,72,432,cash,Returning,1
2664,6/27/2022,CUST2664,Female,22,Clothing,7,490,3430,441,49,343,online,Returning,4
2665,8/31/2021,CUST2665,Male,21,Beauty,6,289,1734,194,95,570,online,Returning,3
2666,4/17/2021,CUST2666,Female,75,Electronics,7,355,2485,178,177,1239,cash,Returning,2
2667,3/23/2022,CUST2667,Male,63,Clothing,10,106,1060,87,19,190,credit card,Returning,4
2668,8/6/2022,CUST2668,Female,27,Food,1,157,157,80,77,77,cash,New,2
2669,5/10/2022,CUST2669,Male,39,Electronics,2,461,922,258,203,406,cash,Returning,3
2670,3/4/2022,CUST2670,Male,64,Clothing,2,206,412,121,85,170,cash,Returning,3
2671,7/21/2021,CUST2671,Male,62,Beauty,7,138,966,110,28,196,cash,New,1
2672,11/18/2022,CUST2672,Female,76,Food,3,433,1299,236,197,591,online,New,3
2673,12/11/2021,CUST2673,Female,25,Clothing,9,468,4212,322,146,1314,cash,New,5
2674,12/12/2022,CUST2674,Female,32,Electronics,8,204,1632,114,90,720,online,New,2
2675,1/25/2021,CUST2675,Male,73,Clothing,2,37,74,21,16,32,online,Returning,5
2676,7/23/2021,CUST2676,Male,59,Beauty,5,476,2380,390,86,430,online,Returning,2
2677,4/25/2022,CUST2677,Male,20,Beauty,1,33,33,29,4,4,credit card,Returning,4
2678,5/15/2021,CUST2678,Female,48,Electronics,10,223,2230,147,76,760,credit card,Returning,1
2679,9/25/2022,CUST2679,Male,39,Electronics,2,285,570,183,102,204,cash,Returning,2
2680,6/9/2021,CUST2680,Male,16,Food,8,417,3336,350,67,536,credit card,New,2
2681,10/3/2022,CUST2681,Male,37,Clothing,3,336,1008,204,132,396,online,Returning,2
2682,4/1/2022,CUST2682,Female,70,Clothing,4,178,712,89,89,356,online,Returning,4
2683,3/4/2022,CUST2683,Male,18,Electronics,9,360,3240,291,69,621,cash,Returning,1
2684,11/26/2022,CUST2684,Female,51,Food,6,159,954,86,73,438,online,Returning,2
2685,6/16/2022,CUST2685,Male,53,Beauty,8,224,1792,151,73,584,credit card,Returning,2
2686,7/2/2022,CUST2686,Male,24,Electronics,7,411,2877,287,124,868,cash,Returning,2
2687,1/19/2022,CUST2687,Male,80,Food,8,198,1584,153,45,360,cash,New,4
2688,12/19/2021,CUST2688,Female,25,Clothing,6,91,546,62,29,174,online,Returning,3
2689,11/27/2021,CUST2689,Male,78,Electronics,9,88,792,50,38,342,online,New,3
2690,5/14/2022,CUST2690,Female,67,Electronics,9,184,1656,160,24,216,online,Returning,2
2691,4/27/2022,CUST2691,Female,55,Beauty,1,262,262,157,105,105,cash,New,2
2692,12/26/2021,CUST2692,Female,31,Electronics,7,401,2807,222,179,1253,cash,Returning,5
2693,8/20/2021,CUST2693,Male,50,Beauty,1,199,199,104,95,95,credit card,Returning,3
2694,5/15/2021,CUST2694,Male,28,Food,6,290,1740,183,107,642,credit card,New,3
2695,6/17/2022,CUST2695,Female,27,Food,10,116,1160,75,41,410,cash,New,1
2696,4/26/2021,CUST2696,Female,32,Food,1,187,187,145,42,42,credit card,Returning,4
2697,1/26/2022,CUST2697,Male,61,Electronics,6,197,1182,158,39,234,credit card,Returning,3
2698,2/4/2021,CUST2698,Female,28,Clothing,9,260,2340,225,35,315,cash,Returning,1
2699,9/28/2022,CUST2699,Female,16,Beauty,10,64,640,52,12,120,cash,Returning,4
