Transaction_id,Date,customer_id,Gender,Age,product_category,Quantity,price _per _unit,total_amount,cost_per_unit,profit_per_unit,profit,payment,customer_type,customer_satisfication
314,4/8/2023,CUST314,Male,52,Food,4,100,400,53,47,188,credit card,New,3
315,6/1/2023,CUST315,Male,47,Beauty,5,413,2065,243,170,850,cash,New,3
316,4/22/2023,CUST316,Female,48,Food,8,321,2568,220,101,808,credit card,New,3
317,1/30/2023,CUST317,Male,22,Electronics,5,132,660,92,40,200,online,New,4
318,10/24/2023,CUST318,Male,61,Clothing,8,278,2224,141,137,1096,credit card,New,2
319,10/5/2023,CUST319,Male,31,Clothing,5,134,670,74,60,300,credit card,New,4
320,2/1/2023,CUST320,Female,28,Electronics,1,413,413,343,70,70,cash,Returning,1
321,6/10/2023,CUST321,Female,26,Food,4,222,888,168,54,216,credit card,Returning,5
322,1/30/2023,CUST322,Male,51,Beauty,6,149,894,133,16,96,cash,New,4
323,1/26/2023,CUST323,Female,29,Food,4,305,1220,238,67,268,credit card,Returning,1
324,10/27/2023,CUST324,Female,52,Beauty,2,234,468,204,30,60,online,Returning,1
325,9/2/2023,CUST325,Female,52,Electronics,6,303,1818,185,118,708,online,New,3
326,9/15/2023,CUST326,Female,18,Beauty,5,425,2125,229,196,980,online,Returning,2
327,9/29/2023,CUST327,Male,57,Food,2,163,326,99,64,128,cash,New,5
328,3/22/2023,CUST328,Male,39,Beauty,9,108,972,66,42,378,cash,New,3
329,1/30/2023,CUST329,Female,46,Beauty,1,42,42,22,20,20,online,New,3
330,9/18/2023,CUST330,Female,25,Food,2,255,510,154,101,202,cash,Returning,4
331,2/11/2023,CUST331,Male,28,Food,10,320,3200,245,75,750,online,New,3
332,4/6/2023,CUST332,Male,58,Electronics,5,292,1460,185,107,535,cash,New,4
333,2/5/2023,CUST333,Female,54,Electronics,9,461,4149,265,196,1764,online,Returning,3
334,11/1/2023,CUST334,Male,31,Beauty,8,365,2920,249,116,928,credit card,New,1
335,2/4/2023,CUST335,Female,47,Food,7,47,329,28,19,133,online,Returning,4
336,12/12/2023,CUST336,Female,52,Beauty,9,230,2070,160,70,630,online,New,5
337,5/1/2023,CUST337,Male,38,Food,7,160,1120,100,60,420,credit card,Returning,3
338,7/26/2023,CUST338,Male,54,Clothing,10,39,390,24,15,150,cash,Returning,3
339,3/3/2023,CUST339,Female,22,Beauty,7,333,2331,267,66,462,online,New,4
340,10/19/2023,CUST340,Female,36,Electronics,6,302,1812,239,63,378,online,Returning,4
341,5/7/2023,CUST341,Male,31,Clothing,7,162,1134,98,64,448,cash,New,1
342,10/24/2023,CUST342,Female,43,Beauty,2,297,594,222,75,150,cash,Returning,4
343,11/1/2023,CUST343,Male,21,Beauty,5,316,1580,224,92,460,online,Returning,4
344,1/21/2023,CUST344,Female,42,Electronics,8,127,1016,90,37,296,online,Returning,4
345,11/14/2023,CUST345,Male,62,Electronics,8,178,1424,100,78,624,credit card,New,4
346,2/11/2023,CUST346,Male,59,Food,10,196,1960,117,79,790,online,New,5
347,8/3/2023,CUST347,Male,42,Clothing,3,187,561,97,90,270,credit card,Returning,2
348,12/3/2023,CUST348,Female,35,Beauty,3,229,687,190,39,117,credit card,Returning,1
349,10/26/2023,CUST349,Female,57,Beauty,1,355,355,296,59,59,online,Returning,4
350,10/17/2023,CUST350,Male,25,Beauty,10,320,3200,210,110,1100,cash,Returning,4
351,9/25/2023,CUST351,Female,56,Clothing,5,392,1960,348,44,220,cash,New,5
352,6/11/2023,CUST352,Male,57,Electronics,2,150,300,110,40,80,cash,New,2
353,5/14/2023,CUST353,Male,31,Electronics,10,393,3930,221,172,1720,cash,New,1
354,4/15/2023,CUST354,Female,49,Food,5,203,1015,103,100,500,credit card,New,5
355,12/9/2023,CUST355,Female,55,Beauty,4,147,588,87,60,240,credit card,Returning,2
356,6/10/2023,CUST356,Male,50,Clothing,5,500,2500,357,143,715,cash,Returning,2
357,5/3/2023,CUST357,Female,40,Electronics,4,152,608,96,56,224,credit card,Returning,2
358,5/16/2023,CUST358,Female,32,Food,8,244,1952,208,36,288,cash,Returning,2
359,7/22/2023,CUST359,Male,50,Food,9,97,873,52,45,405,credit card,Returning,2
360,3/9/2023,CUST360,Male,42,Clothing,4,104,416,60,44,176,online,New,3
361,12/10/2023,CUST361,Female,34,Food,2,91,182,62,29,58,credit card,New,1
362,11/27/2023,CUST362,Male,50,Food,6,338,2028,270,68,408,online,Returning,2
363,6/3/2023,CUST363,Male,64,Food,2,315,630,238,77,154,cash,Returning,2
364,8/23/2023,CUST364,Female,19,Food,10,163,1630,95,68,680,credit card,Returning,1
365,6/11/2023,CUST365,Male,31,Beauty,5,337,1685,224,113,565,cash,New,3
366,2/7/2023,CUST366,Male,57,Electronics,9,325,2925,235,90,810,cash,Returning,5
367,1/5/2023,CUST367,Female,57,Electronics,10,486,4860,252,234,2340,cash,Returning,2
368,8/23/2023,CUST368,Female,56,Beauty,7,437,3059,301,136,952,online,New,5
369,11/15/2023,CUST369,Male,23,Electronics,6,126,756,72,54,324,online,New,2
370,10/16/2023,CUST370,Male,23,Electronics,3,369,1107,210,159,477,cash,Returning,5
371,2/21/2023,CUST371,Female,20,Clothing,5,190,950,110,80,400,online,New,2
372,2/7/2023,CUST372,Female,24,Beauty,8,397,3176,309,88,704,credit card,Returning,2
373,10/3/2023,CUST373,Female,25,Food,10,426,4260,261,165,1650,online,New,2
374,4/20/2023,CUST374,Female,59,Food,9,469,4221,325,144,1296,cash,Returning,2
375,9/17/2023,CUST375,Male,32,Beauty,10,78,780,68,10,100,credit card,New,1
376,5/16/2023,CUST376,Female,64,Clothing,10,480,4800,401,79,790,cash,Returning,2
377,3/9/2023,CUST377,Female,46,Beauty,10,306,3060,241,65,650,credit card,New,1
378,6/28/2023,CUST378,Male,50,Food,2,363,726,211,152,304,cash,New,4
379,2/5/2023,CUST379,Female,47,Beauty,3,149,447,95,54,162,online,New,2
380,5/6/2023,CUST380,Male,56,Beauty,10,305,3050,269,36,360,online,Returning,3
381,7/9/2023,CUST381,Female,44,Beauty,10,191,1910,165,26,260,cash,New,5
382,5/26/2023,CUST382,Female,53,Food,7,475,3325,316,159,1113,cash,Returning,2
383,3/22/2023,CUST383,Female,46,Clothing,10,421,4210,304,117,1170,credit card,Returning,1
384,8/13/2023,CUST384,Male,55,Clothing,6,116,696,67,49,294,credit card,Returning,2
385,10/6/2023,CUST385,Male,50,Beauty,1,209,209,152,57,57,cash,Returning,4
386,12/27/2023,CUST386,Female,54,Beauty,2,326,652,283,43,86,online,New,4
387,6/4/2023,CUST387,Male,44,Clothing,4,475,1900,392,83,332,online,Returning,4
388,11/10/2023,CUST388,Male,50,Beauty,7,157,1099,101,56,392,credit card,Returning,4
389,12/1/2023,CUST389,Male,21,Beauty,4,444,1776,243,201,804,online,New,4
390,9/28/2023,CUST390,Male,39,Beauty,10,340,3400,171,169,1690,credit card,New,4
391,1/5/2023,CUST391,Male,19,Beauty,1,90,90,79,11,11,credit card,New,5
392,12/8/2023,CUST392,Male,27,Electronics,5,138,690,80,58,290,cash,Returning,5
393,10/11/2023,CUST393,Female,22,Electronics,5,155,775,82,73,365,credit card,New,1
394,6/3/2023,CUST394,Female,27,Food,10,433,4330,264,169,1690,online,Returning,1
395,12/6/2023,CUST395,Male,50,Clothing,9,279,2511,195,84,756,online,New,3
396,2/23/2023,CUST396,Female,55,Electronics,2,50,100,29,21,42,online,Returning,4
397,3/10/2023,CUST397,Female,30,Electronics,10,468,4680,410,58,580,credit card,Returning,3
398,5/16/2023,CUST398,Female,48,Food,1,125,125,105,20,20,cash,New,1
399,3/1/2023,CUST399,Female,64,Electronics,4,131,524,89,42,168,online,Returning,1
400,2/24/2023,CUST400,Male,53,Electronics,2,267,534,222,45,90,credit card,New,2
401,10/11/2023,CUST401,Female,62,Food,9,486,4374,353,133,1197,credit card,Returning,3
402,3/21/2023,CUST402,Female,41,Electronics,9,352,3168,302,50,450,credit card,Returning,1
403,5/20/2023,CUST403,Male,32,Electronics,8,284,2272,236,48,384,cash,New,2
404,5/25/2023,CUST404,Male,46,Electronics,6,99,594,62,37,222,credit card,New,3
405,11/6/2023,CUST405,Female,25,Food,6,117,702,70,47,282,credit card,Returning,3
406,4/18/2023,CUST406,Female,22,Clothing,3,286,858,247,39,117,online,New,1
407,6/25/2023,CUST407,Female,46,Food,2,343,686,308,35,70,cash,Returning,2
408,4/15/2023,CUST408,Female,64,Food,4,223,892,126,97,388,online,New,2
409,12/18/2023,CUST409,Female,21,Food,4,128,512,115,13,52,cash,New,1
410,11/21/2023,CUST410,Female,29,Beauty,5,62,310,33,29,145,cash,New,4
411,5/16/2023,CUST411,Male,62,Clothing,3,106,318,55,51,153,credit card,Returning,3
412,9/16/2023,CUST412,Female,19,Food,10,434,4340,355,79,790,online,New,5
413,9/8/2023,CUST413,Female,44,Electronics,4,207,828,167,40,160,credit card,New,2
414,5/9/2023,CUST414,Male,48,Food,8,452,3616,250,202,1616,cash,Returning,1
415,1/27/2023,CUST415,Male,53,Clothing,7,171,1197,149,22,154,credit card,New,1
416,2/17/2023,CUST416,Male,53,Clothing,7,97,679,49,48,336,credit card,Returning,1
417,11/21/2023,CUST417,Male,43,Beauty,9,451,4059,368,83,747,credit card,New,2
418,8/5/2023,CUST418,Female,60,Electronics,5,378,1890,250,128,640,cash,Returning,2
419,5/22/2023,CUST419,Female,44,Beauty,8,59,472,30,29,232,cash,Returning,5
420,1/23/2023,CUST420,Female,22,Food,6,377,2262,306,71,426,credit card,Returning,4
421,1/2/2023,CUST421,Female,37,Beauty,5,451,2255,267,184,920,online,Returning,2
422,6/20/2023,CUST422,Female,28,Clothing,1,415,415,357,58,58,online,Returning,3
423,3/8/2023,CUST423,Female,27,Electronics,8,209,1672,131,78,624,credit card,Returning,4
424,11/23/2023,CUST424,Male,57,Food,8,399,3192,336,63,504,credit card,Returning,4
425,5/15/2023,CUST425,Female,55,Food,2,500,1000,397,103,206,cash,New,4
426,3/24/2023,CUST426,Male,23,Food,7,346,2422,311,35,245,credit card,New,2
427,8/15/2023,CUST427,Male,25,Clothing,8,490,3920,271,219,1752,cash,Returning,4
428,10/10/2023,CUST428,Female,40,Electronics,6,73,438,62,11,66,cash,Returning,1
429,12/28/2023,CUST429,Male,64,Clothing,10,463,4630,295,168,1680,online,Returning,5
430,8/7/2023,CUST430,Female,43,Beauty,9,354,3186,245,109,981,online,New,4
431,10/15/2023,CUST431,Male,63,Food,6,163,978,138,25,150,credit card,New,1
432,1/5/2023,CUST432,Female,60,Food,1,457,457,273,184,184,cash,Returning,1
433,2/27/2023,CUST433,Male,29,Beauty,6,205,1230,159,46,276,online,New,2
434,2/8/2023,CUST434,Female,43,Clothing,7,37,259,24,13,91,online,Returning,3
435,12/20/2023,CUST435,Female,30,Clothing,3,489,1467,347,142,426,cash,New,4
436,3/18/2023,CUST436,Female,57,Electronics,5,324,1620,275,49,245,credit card,Returning,3
437,10/7/2023,CUST437,Female,35,Food,1,415,415,297,118,118,cash,New,4
438,1/19/2023,CUST438,Female,42,Electronics,7,237,1659,181,56,392,online,Returning,4
439,7/9/2023,CUST439,Male,50,Electronics,4,475,1900,401,74,296,cash,Returning,2
440,10/26/2023,CUST440,Male,64,Electronics,6,292,1752,166,126,756,cash,Returning,5
441,10/10/2023,CUST441,Male,57,Clothing,1,294,294,171,123,123,online,New,5
442,3/17/2023,CUST442,Female,60,Beauty,4,74,296,38,36,144,credit card,New,1
443,8/9/2023,CUST443,Male,29,Food,9,235,2115,165,70,630,cash,Returning,5
444,3/7/2023,CUST444,Female,61,Clothing,9,310,2790,204,106,954,cash,New,2
445,1/22/2023,CUST445,Female,53,Clothing,7,45,315,29,16,112,online,New,3
446,6/7/2023,CUST446,Male,21,Food,4,147,588,132,15,60,credit card,Returning,1
447,7/6/2023,CUST447,Male,22,Beauty,3,417,1251,286,131,393,cash,New,4
448,1/21/2023,CUST448,Female,54,Food,1,185,185,158,27,27,credit card,New,5
449,7/3/2023,CUST449,Male,25,Food,7,106,742,74,32,224,online,Returning,1
450,4/18/2023,CUST450,Female,59,Food,6,238,1428,192,46,276,credit card,New,5
451,12/16/2023,CUST451,Female,45,Beauty,7,396,2772,222,174,1218,online,Returning,4
452,5/8/2023,CUST452,Female,48,Electronics,6,298,1788,244,54,324,cash,New,4
453,12/8/2023,CUST453,Female,26,Clothing,10,352,3520,294,58,580,online,Returning,5
454,2/22/2023,CUST454,Female,46,Food,2,389,778,310,79,158,online,Returning,3
455,7/1/2023,CUST455,Male,31,Food,5,156,780,105,51,255,online,Returning,3
456,10/14/2023,CUST456,Male,57,Beauty,1,43,43,28,15,15,online,Returning,2
457,7/28/2023,CUST457,Female,58,Food,7,80,560,48,32,224,online,New,2
458,11/14/2023,CUST458,Female,39,Electronics,10,480,4800,272,208,2080,online,Returning,4
459,3/21/2023,CUST459,Male,28,Clothing,7,137,959,76,61,427,online,Returning,2
460,5/2/2023,CUST460,Male,40,Beauty,3,126,378,107,19,57,credit card,Returning,3
461,3/25/2023,CUST461,Female,18,Food,10,484,4840,280,204,2040,online,New,4
462,4/1/2023,CUST462,Male,63,Electronics,1,94,94,69,25,25,online,New,5
463,7/31/2023,CUST463,Female,54,Electronics,3,199,597,166,33,99,cash,New,5
464,1/13/2023,CUST464,Male,38,Beauty,3,53,159,41,12,36,credit card,Returning,1
465,4/2/2023,CUST465,Female,43,Clothing,5,489,2445,355,134,670,credit card,New,3
466,6/20/2023,CUST466,Male,63,Beauty,6,488,2928,298,190,1140,credit card,Returning,1
467,7/30/2023,CUST467,Female,53,Food,1,300,300,233,67,67,online,Returning,4
468,12/9/2023,CUST468,Male,40,Food,10,330,3300,256,74,740,cash,New,1
469,5/8/2023,CUST469,Male,18,Clothing,10,125,1250,71,54,540,credit card,Returning,1
470,5/17/2023,CUST470,Female,57,Clothing,6,272,1632,245,27,162,credit card,New,2
471,3/23/2023,CUST471,Male,32,Electronics,6,499,2994,373,126,756,credit card,New,5
472,12/26/2023,CUST472,Female,38,Clothing,10,399,3990,225,174,1740,online,Returning,3
473,2/25/2023,CUST473,Male,64,Food,7,483,3381,284,199,1393,online,New,4
474,7/15/2023,CUST474,Female,26,Electronics,8,289,2312,255,34,272,cash,Returning,1
475,1/20/2023,CUST475,Male,26,Electronics,5,70,350,56,14,70,online,New,3
476,8/29/2023,CUST476,Female,27,Clothing,6,31,186,24,7,42,credit card,New,3
477,4/24/2023,CUST477,Male,43,Electronics,4,58,232,41,17,68,credit card,New,1
478,4/13/2023,CUST478,Female,58,Clothing,1,448,448,400,48,48,credit card,Returning,2
479,8/24/2023,CUST479,Male,52,Beauty,8,127,1016,64,63,504,cash,Returning,2
480,6/29/2023,CUST480,Female,42,Electronics,5,61,305,40,21,105,cash,Returning,1
481,6/6/2023,CUST481,Female,43,Clothing,9,128,1152,64,64,576,cash,Returning,2
482,4/27/2023,CUST482,Female,28,Beauty,10,87,870,74,13,130,cash,Returning,2
483,4/25/2023,CUST483,Male,55,Electronics,10,237,2370,141,96,960,online,New,3
484,1/13/2023,CUST484,Female,19,Food,9,101,909,59,42,378,cash,Returning,2
485,12/4/2023,CUST485,Male,24,Beauty,4,88,352,61,27,108,online,New,4
486,4/9/2023,CUST486,Female,35,Electronics,4,176,704,115,61,244,cash,New,2
487,7/24/2023,CUST487,Male,44,Electronics,4,277,1108,202,75,300,credit card,Returning,1
488,6/18/2023,CUST488,Female,51,Electronics,1,429,429,276,153,153,credit card,Returning,2
489,5/23/2023,CUST489,Male,44,Beauty,4,179,716,94,85,340,credit card,Returning,4
490,2/5/2023,CUST490,Male,34,Food,6,285,1710,155,130,780,credit card,New,3
491,5/23/2023,CUST491,Female,60,Electronics,8,254,2032,188,66,528,online,Returning,1
492,6/29/2023,CUST492,Male,61,Beauty,6,442,2652,359,83,498,online,New,1
493,11/25/2023,CUST493,Male,41,Beauty,5,110,550,86,24,120,online,Returning,5
494,9/18/2023,CUST494,Female,42,Beauty,8,351,2808,252,99,792,credit card,New,4
495,7/24/2023,CUST495,Male,24,Beauty,4,60,240,37,23,92,credit card,Returning,2
496,12/14/2023,CUST496,Male,23,Electronics,6,174,1044,118,56,336,cash,New,5
497,10/2/2023,CUST497,Male,41,Food,4,425,1700,319,106,424,online,New,5
498,6/19/2023,CUST498,Female,50,Food,8,435,3480,254,181,1448,credit card,Returning,4
499,1/15/2023,CUST499,Male,46,Electronics,5,364,1820,319,45,225,credit card,New,4
500,3/1/2023,CUST500,Female,60,Clothing,7,37,259,32,5,35,credit card,Returning,3
501,5/14/2023,CUST501,Male,39,Clothing,5,233,1165,164,69,345,cash,Returning,3
502,4/2/2023,CUST502,Male,43,Beauty,8,151,1208,113,38,304,credit card,New,4
503,10/25/2023,CUST503,Male,45,Clothing,2,373,746,195,178,356,cash,Returning,1
504,5/16/2023,CUST504,Female,38,Beauty,6,340,2040,229,111,666,online,New,1
505,1/20/2023,CUST505,Male,24,Beauty,6,486,2916,363,123,738,cash,New,3
506,2/25/2023,CUST506,Male,34,Beauty,5,42,210,36,6,30,credit card,New,4
507,11/2/2023,CUST507,Female,37,Electronics,7,42,294,35,7,49,cash,Returning,1
508,8/11/2023,CUST508,Male,58,Food,6,389,2334,228,161,966,credit card,Returning,5
509,6/26/2023,CUST509,Female,37,Beauty,5,420,2100,279,141,705,cash,Returning,4
510,6/10/2023,CUST510,Female,39,Electronics,5,276,1380,167,109,545,credit card,Returning,3
511,8/12/2023,CUST511,Male,45,Beauty,8,109,872,78,31,248,cash,New,5
512,11/7/2023,CUST512,Female,57,Beauty,8,448,3584,272,176,1408,credit card,Returning,2
513,9/19/2023,CUST513,Male,24,Clothing,6,328,1968,192,136,816,credit card,Returning,3
514,3/1/2023,CUST514,Female,18,Beauty,2,109,218,98,11,22,online,Returning,5
515,7/17/2023,CUST515,Female,49,Beauty,7,187,1309,155,32,224,credit card,Returning,5
516,10/23/2023,CUST516,Male,30,Food,5,138,690,94,44,220,cash,New,4
517,4/8/2023,CUST517,Female,47,Clothing,6,67,402,43,24,144,cash,Returning,5
518,5/11/2023,CUST518,Female,40,Electronics,10,128,1280,73,55,550,cash,New,2
519,1/23/2023,CUST519,Female,36,Beauty,5,100,500,52,48,240,credit card,Returning,5
520,12/29/2023,CUST520,Female,49,Electronics,1,461,461,380,81,81,cash,New,5
521,8/12/2023,CUST521,Female,47,Beauty,6,102,612,72,30,180,credit card,New,2
522,1/1/2023,CUST522,Male,46,Beauty,9,35,315,30,5,45,cash,Returning,2
523,9/24/2023,CUST523,Female,62,Electronics,7,364,2548,314,50,350,cash,Returning,5
524,10/3/2023,CUST524,Male,46,Electronics,1,444,444,253,191,191,online,New,5
525,12/18/2023,CUST525,Female,47,Clothing,9,99,891,66,33,297,cash,Returning,5
526,12/10/2023,CUST526,Male,33,Food,2,429,858,272,157,314,online,Returning,3
527,4/11/2023,CUST527,Male,57,Food,10,338,3380,278,60,600,credit card,Returning,2
528,7/6/2023,CUST528,Female,36,Electronics,1,253,253,176,77,77,cash,Returning,2
529,8/9/2023,CUST529,Female,35,Electronics,10,314,3140,231,83,830,credit card,Returning,3
530,2/5/2023,CUST530,Female,18,Beauty,1,378,378,310,68,68,credit card,New,1
531,12/7/2023,CUST531,Male,31,Clothing,7,463,3241,236,227,1589,cash,Returning,1
532,6/19/2023,CUST532,Female,64,Clothing,9,209,1881,140,69,621,cash,Returning,4
533,11/16/2023,CUST533,Male,19,Clothing,3,262,786,198,64,192,cash,New,5
534,6/10/2023,CUST534,Male,45,Beauty,10,344,3440,232,112,1120,credit card,New,2
535,12/6/2023,CUST535,Male,47,Food,8,473,3784,262,211,1688,credit card,New,5
536,3/5/2023,CUST536,Female,55,Clothing,10,171,1710,107,64,640,cash,New,1
537,6/3/2023,CUST537,Female,21,Food,2,179,358,90,89,178,credit card,New,1
538,9/17/2023,CUST538,Male,18,Electronics,2,427,854,275,152,304,credit card,New,3
539,6/8/2023,CUST539,Male,25,Electronics,8,317,2536,195,122,976,cash,Returning,1
540,12/8/2023,CUST540,Female,46,Food,1,364,364,228,136,136,online,Returning,5
541,7/29/2023,CUST541,Male,56,Beauty,4,221,884,144,77,308,credit card,New,5
542,6/17/2023,CUST542,Female,20,Clothing,10,336,3360,177,159,1590,online,New,2
543,7/26/2023,CUST543,Male,49,Clothing,3,205,615,126,79,237,cash,New,2
544,12/23/2023,CUST544,Female,27,Food,10,299,2990,173,126,1260,cash,Returning,3
545,6/1/2023,CUST545,Male,27,Beauty,9,248,2232,151,97,873,online,New,3
546,10/11/2023,CUST546,Female,36,Food,8,226,1808,201,25,200,cash,Returning,1
547,3/7/2023,CUST547,Male,63,Electronics,8,62,496,53,9,72,cash,Returning,2
548,4/9/2023,CUST548,Female,51,Clothing,5,109,545,85,24,120,online,Returning,3
549,8/4/2023,CUST549,Female,50,Clothing,10,312,3120,162,150,1500,online,Returning,1
550,12/7/2023,CUST550,Male,40,Clothing,1,414,414,242,172,172,credit card,New,2
551,7/14/2023,CUST551,Male,45,Beauty,5,349,1745,221,128,640,online,Returning,5
552,12/13/2023,CUST552,Female,49,Clothing,7,100,700,85,15,105,credit card,New,5
553,3/31/2023,CUST553,Male,24,Clothing,5,195,975,160,35,175,credit card,Returning,3
554,11/12/2023,CUST554,Female,46,Food,8,472,3776,243,229,1832,credit card,Returning,4
555,10/19/2023,CUST555,Male,25,Clothing,6,287,1722,145,142,852,credit card,New,4
556,6/4/2023,CUST556,Female,18,Electronics,8,195,1560,115,80,640,credit card,New,5
557,7/27/2023,CUST557,Female,20,Clothing,6,312,1872,220,92,552,credit card,New,5
558,10/8/2023,CUST558,Female,41,Electronics,6,459,2754,277,182,1092,online,Returning,1
559,1/1/2023,CUST559,Female,40,Food,5,123,615,83,40,200,online,New,2
560,6/5/2023,CUST560,Female,25,Beauty,1,313,313,260,53,53,online,Returning,3
561,5/27/2023,CUST561,Female,64,Food,10,350,3500,252,98,980,cash,New,1
562,4/18/2023,CUST562,Male,54,Beauty,9,449,4041,318,131,1179,cash,Returning,2
563,8/9/2023,CUST563,Male,20,Clothing,4,352,1408,288,64,256,cash,New,4
564,10/24/2023,CUST564,Male,50,Beauty,6,352,2112,290,62,372,credit card,Returning,5
565,11/7/2023,CUST565,Female,45,Electronics,5,489,2445,390,99,495,credit card,New,3
566,12/2/2023,CUST566,Female,64,Clothing,2,214,428,191,23,46,credit card,New,4
567,6/14/2023,CUST567,Female,25,Food,1,331,331,242,89,89,credit card,New,2
568,8/27/2023,CUST568,Female,51,Clothing,3,221,663,112,109,327,online,New,2
569,8/15/2023,CUST569,Male,52,Beauty,9,431,3879,349,82,738,online,New,5
570,8/15/2023,CUST570,Male,49,Food,4,216,864,188,28,112,online,Returning,2
571,12/12/2023,CUST571,Female,41,Electronics,2,122,244,71,51,102,credit card,Returning,2
572,4/20/2023,CUST572,Male,31,Electronics,7,244,1708,190,54,378,cash,Returning,1
573,9/19/2023,CUST573,Male,49,Beauty,6,363,2178,326,37,222,credit card,Returning,1
574,8/31/2023,CUST574,Female,63,Clothing,2,103,206,79,24,48,online,New,1
575,3/28/2023,CUST575,Male,60,Beauty,5,31,155,16,15,75,credit card,Returning,5
576,12/4/2023,CUST576,Female,33,Clothing,1,231,231,185,46,46,online,New,4
577,2/13/2023,CUST577,Male,21,Clothing,4,348,1392,305,43,172,cash,Returning,2
578,5/26/2023,CUST578,Female,54,Clothing,8,271,2168,238,33,264,credit card,New,2
579,9/21/2023,CUST579,Female,38,Clothing,5,461,2305,327,134,670,online,Returning,2
580,12/6/2023,CUST580,Female,31,Clothing,2,215,430,185,30,60,cash,New,5
581,11/21/2023,CUST581,Female,48,Clothing,5,298,1490,245,53,265,online,Returning,3
582,11/14/2023,CUST582,Male,35,Electronics,1,92,92,74,18,18,online,New,1
583,6/21/2023,CUST583,Female,24,Clothing,4,332,1328,256,76,304,online,New,5
584,2/17/2023,CUST584,Female,27,Beauty,7,163,1141,146,17,119,online,New,5
585,5/1/2023,CUST585,Female,24,Food,8,419,3352,361,58,464,credit card,Returning,1
586,12/11/2023,CUST586,Male,50,Food,1,100,100,53,47,47,online,New,3
587,6/8/2023,CUST587,Female,40,Food,3,115,345,64,51,153,online,Returning,1
588,4/26/2023,CUST588,Male,38,Beauty,9,189,1701,128,61,549,online,Returning,2
589,4/12/2023,CUST589,Female,36,Electronics,2,398,796,319,79,158,online,New,3
590,3/17/2023,CUST590,Male,36,Electronics,10,127,1270,64,63,630,cash,New,3
591,1/13/2023,CUST591,Male,53,Clothing,4,139,556,100,39,156,cash,New,5
592,1/24/2023,CUST592,Female,46,Electronics,10,93,930,78,15,150,credit card,Returning,3
593,5/6/2023,CUST593,Male,35,Electronics,4,76,304,53,23,92,cash,New,4
594,9/1/2023,CUST594,Female,19,Food,1,340,340,225,115,115,online,New,3
595,11/9/2023,CUST595,Female,18,Beauty,5,254,1270,196,58,290,cash,Returning,2
596,2/7/2023,CUST596,Female,64,Beauty,10,134,1340,110,24,240,cash,Returning,1
597,8/22/2023,CUST597,Male,22,Beauty,8,297,2376,212,85,680,credit card,Returning,3
598,8/1/2023,CUST598,Male,37,Electronics,10,77,770,56,21,210,cash,Returning,3
599,11/19/2023,CUST599,Female,28,Food,4,307,1228,186,121,484,credit card,Returning,3
600,10/22/2023,CUST600,Female,59,Beauty,10,268,2680,238,30,300,online,Returning,4
601,4/10/2023,CUST601,Male,19,Clothing,3,93,279,48,45,135,cash,Returning,5
602,12/23/2023,CUST602,Female,20,Electronics,4,387,1548,273,114,456,credit card,Returning,3
603,7/16/2023,CUST603,Female,40,Clothing,6,226,1356,118,108,648,online,Returning,3
604,9/11/2023,CUST604,Female,29,Beauty,8,173,1384,106,67,536,credit card,Returning,1
605,7/24/2023,CUST605,Male,37,Food,5,212,1060,111,101,505,credit card,New,5
606,5/5/2023,CUST606,Male,22,Food,6,384,2304,202,182,1092,credit card,Returning,3
607,3/17/2023,CUST607,Male,54,Beauty,6,203,1218,126,77,462,online,New,2
608,12/2/2023,CUST608,Female,55,Electronics,10,150,1500,91,59,590,credit card,Returning,4
609,12/19/2023,CUST609,Female,47,Electronics,1,247,247,204,43,43,cash,New,5
610,1/3/2023,CUST610,Female,26,Electronics,9,74,666,47,27,243,cash,Returning,1
611,2/24/2023,CUST611,Male,51,Electronics,5,267,1335,136,131,655,credit card,New,5
612,8/6/2023,CUST612,Female,61,Electronics,10,355,3550,257,98,980,cash,New,1
613,4/23/2023,CUST613,Female,52,Food,7,476,3332,308,168,1176,cash,New,3
614,4/1/2023,CUST614,Female,39,Electronics,8,430,3440,294,136,1088,cash,Returning,4
615,12/23/2023,CUST615,Female,61,Electronics,4,194,776,108,86,344,cash,Returning,3
616,9/23/2023,CUST616,Male,41,Food,8,303,2424,197,106,848,cash,Returning,4
617,8/26/2023,CUST617,Male,34,Food,1,180,180,124,56,56,credit card,Returning,4
618,1/26/2023,CUST618,Female,27,Beauty,4,142,568,73,69,276,online,Returning,3
619,10/13/2023,CUST619,Male,47,Clothing,5,241,1205,180,61,305,online,New,1
620,5/8/2023,CUST620,Male,63,Food,9,418,3762,229,189,1701,cash,New,3
621,3/4/2023,CUST621,Female,40,Beauty,6,290,1740,206,84,504,online,Returning,1
622,8/22/2023,CUST622,Female,49,Beauty,5,479,2395,428,51,255,cash,Returning,5
623,3/10/2023,CUST623,Male,34,Electronics,5,328,1640,186,142,710,cash,Returning,2
624,8/26/2023,CUST624,Female,34,Beauty,5,145,725,81,64,320,cash,Returning,5
625,12/8/2023,CUST625,Male,31,Electronics,1,89,89,49,40,40,cash,Returning,4
626,9/29/2023,CUST626,Female,26,Electronics,7,80,560,66,14,98,credit card,Returning,5
627,10/14/2023,CUST627,Male,57,Beauty,8,83,664,72,11,88,credit card,Returning,3
